y,ds,unique_id
3503,2021-05-18,2
3504,2021-05-19,2
3505,2021-05-20,2
3506,2021-05-21,2
3507,2021-05-22,2
3508,2021-05-23,2
3509,2021-05-24,2
3510,2021-05-25,2
3511,2021-05-26,2
3512,2021-05-27,2
3513,2021-05-28,2
3514,2021-05-29,2
3515,2021-05-30,2
3516,2021-05-31,2
3517,2021-06-01,2
3518,2021-06-02,2
3519,2021-06-03,2
3520,2021-06-04,2
3521,2021-06-05,2
3522,2021-06-06,2
3523,2021-06-07,2
3524,2021-06-08,2
3525,2021-06-09,2
3526,2021-06-10,2
3527,2021-06-11,2
3528,2021-06-12,2
3529,2021-06-13,2
3530,2021-06-14,2
3531,2021-06-15,2
3532,2021-06-16,2
3533,2021-06-17,2
3534,2021-06-18,2
3535,2021-06-19,2
3536,2021-06-20,2
3537,2021-06-21,2
3538,2021-06-22,2
3539,2021-06-23,2
3540,2021-06-24,2
3541,2021-06-25,2
3542,2021-06-26,2
3543,2021-06-27,2
3544,2021-06-28,2
3545,2021-06-29,2
3546,2021-06-30,2
3547,2021-07-01,2
3548,2021-07-02,2
3549,2021-07-03,2
3550,2021-07-04,2
3551,2021-07-05,2
3552,2021-07-06,2
3553,2021-07-07,2
3554,2021-07-08,2
3555,2021-07-09,2
3556,2021-07-10,2
3557,2021-07-11,2
3558,2021-07-12,2
3559,2021-07-13,2
3560,2021-07-14,2
3561,2021-07-15,2
3562,2021-07-16,2
3563,2021-07-17,2
3564,2021-07-18,2
3565,2021-07-19,2
3566,2021-07-20,2
3567,2021-07-21,2
3568,2021-07-22,2
3569,2021-07-23,2
3570,2021-07-24,2
3571,2021-07-25,2
3572,2021-07-26,2
3573,2021-07-27,2
3574,2021-07-28,2
3575,2021-07-29,2
3576,2021-07-30,2
3577,2021-07-31,2
3578,2021-08-01,2
3579,2021-08-02,2
3580,2021-08-03,2
3581,2021-08-04,2
3582,2021-08-05,2
3583,2021-08-06,2
3584,2021-08-07,2
3585,2021-08-08,2
3586,2021-08-09,2
3587,2021-08-10,2
3588,2021-08-11,2
3589,2021-08-12,2
3590,2021-08-13,2
3591,2021-08-14,2
3592,2021-08-15,2
3593,2021-08-16,2
3594,2021-08-17,2
3595,2021-08-18,2
3596,2021-08-19,2
3597,2021-08-20,2
3598,2021-08-21,2
3599,2021-08-22,2
3600,2021-08-23,2
3601,2021-08-24,2
3602,2021-08-25,2
3603,2021-08-26,2
3604,2021-08-27,2
3605,2021-08-28,2
3606,2021-08-29,2
3607,2021-08-30,2
3608,2021-08-31,2
3609,2021-09-01,2
3610,2021-09-02,2
3611,2021-09-03,2
3612,2021-09-04,2
3613,2021-09-05,2
3614,2021-09-06,2
3615,2021-09-07,2
3616,2021-09-08,2
3617,2021-09-09,2
3618,2021-09-10,2
3619,2021-09-11,2
3620,2021-09-12,2
3621,2021-09-13,2
3622,2021-09-14,2
3623,2021-09-15,2
3624,2021-09-16,2
3625,2021-09-17,2
3626,2021-09-18,2
3627,2021-09-19,2
3628,2021-09-20,2
3629,2021-09-21,2
3630,2021-09-22,2
3631,2021-09-23,2
3632,2021-09-24,2
3633,2021-09-25,2
3634,2021-09-26,2
3635,2021-09-27,2
3636,2021-09-28,2
3637,2021-09-29,2
3638,2021-09-30,2
3639,2021-10-01,2
3640,2021-10-02,2
3641,2021-10-03,2
3642,2021-10-04,2
3643,2021-10-05,2
3644,2021-10-06,2
3645,2021-10-07,2
3646,2021-10-08,2
3647,2021-10-09,2
3648,2021-10-10,2
3649,2021-10-11,2
3650,2021-10-12,2
3651,2021-10-13,2
3652,2021-10-14,2
3653,2021-10-15,2
3654,2021-10-16,2
3655,2021-10-17,2
3656,2021-10-18,2
3657,2021-10-19,2
3658,2021-10-20,2
3659,2021-10-21,2
3660,2021-10-22,2
3661,2021-10-23,2
3662,2021-10-24,2
3663,2021-10-25,2
3664,2021-10-26,2
3665,2021-10-27,2
3666,2021-10-28,2
3667,2021-10-29,2
3668,2021-10-30,2
3669,2021-10-31,2
3670,2021-11-01,2
3671,2021-11-02,2
3672,2021-11-03,2
3673,2021-11-04,2
3674,2021-11-05,2
3675,2021-11-06,2
3676,2021-11-07,2
3677,2021-11-08,2
3678,2021-11-09,2
3679,2021-11-10,2
3680,2021-11-11,2
3681,2021-11-12,2
3682,2021-11-13,2
3683,2021-11-14,2
3684,2021-11-15,2
3685,2021-11-16,2
3686,2021-11-17,2
3687,2021-11-18,2
3688,2021-11-19,2
3689,2021-11-20,2
3690,2021-11-21,2
3691,2021-11-22,2
3692,2021-11-23,2
3693,2021-11-24,2
3694,2021-11-25,2
3695,2021-11-26,2
3696,2021-11-27,2
3697,2021-11-28,2
3698,2021-11-29,2
3699,2021-11-30,2
3700,2021-12-01,2
3701,2021-12-02,2
3702,2021-12-03,2
3703,2021-12-04,2
3704,2021-12-05,2
3705,2021-12-06,2
3706,2021-12-07,2
3707,2021-12-08,2
3708,2021-12-09,2
3709,2021-12-10,2
3710,2021-12-11,2
3711,2021-12-12,2
3712,2021-12-13,2
3713,2021-12-14,2
3714,2021-12-15,2
3715,2021-12-16,2
3716,2021-12-17,2
3717,2021-12-18,2
3718,2021-12-19,2
3719,2021-12-20,2
3720,2021-12-21,2
3721,2021-12-22,2
3722,2021-12-23,2
3723,2021-12-24,2
3724,2021-12-25,2
3725,2021-12-26,2
3726,2021-12-27,2
3727,2021-12-28,2
3728,2021-12-29,2
3729,2021-12-30,2
3730,2021-12-31,2
3731,2022-01-01,2
3732,2022-01-02,2
3733,2022-01-03,2
3734,2022-01-04,2
3735,2022-01-05,2
3736,2022-01-06,2
3737,2022-01-07,2
3738,2022-01-08,2
3739,2022-01-09,2
3740,2022-01-10,2
3741,2022-01-11,2
3742,2022-01-12,2
3743,2022-01-13,2
3744,2022-01-14,2
3745,2022-01-15,2
3746,2022-01-16,2
3747,2022-01-17,2
3748,2022-01-18,2
3749,2022-01-19,2
3750,2022-01-20,2
3751,2022-01-21,2
3752,2022-01-22,2
3753,2022-01-23,2
3754,2022-01-24,2
3755,2022-01-25,2
3756,2022-01-26,2
3757,2022-01-27,2
3758,2022-01-28,2
3759,2022-01-29,2
3760,2022-01-30,2
3761,2022-01-31,2
3762,2022-02-01,2
3763,2022-02-02,2
3764,2022-02-03,2
3765,2022-02-04,2
3766,2022-02-05,2
3767,2022-02-06,2
3768,2022-02-07,2
3769,2022-02-08,2
3770,2022-02-09,2
3771,2022-02-10,2
3772,2022-02-11,2
3773,2022-02-12,2
3774,2022-02-13,2
3775,2022-02-14,2
3776,2022-02-15,2
3777,2022-02-16,2
3778,2022-02-17,2
3779,2022-02-18,2
3780,2022-02-19,2
3781,2022-02-20,2
3782,2022-02-21,2
3783,2022-02-22,2
3784,2022-02-23,2
3785,2022-02-24,2
3786,2022-02-25,2
3787,2022-02-26,2
3788,2022-02-27,2
3789,2022-02-28,2
3790,2022-03-01,2
3791,2022-03-02,2
3792,2022-03-03,2
3793,2022-03-04,2
3794,2022-03-05,2
3795,2022-03-06,2
3796,2022-03-07,2
3797,2022-03-08,2
3798,2022-03-09,2
3799,2022-03-10,2
3800,2022-03-11,2
3801,2022-03-12,2
3802,2022-03-13,2
3803,2022-03-14,2
3804,2022-03-15,2
3805,2022-03-16,2
3806,2022-03-17,2
3807,2022-03-18,2
3808,2022-03-19,2
3809,2022-03-20,2
3810,2022-03-21,2
3811,2022-03-22,2
3812,2022-03-23,2
3813,2022-03-24,2
3814,2022-03-25,2
3815,2022-03-26,2
3816,2022-03-27,2
3817,2022-03-28,2
3818,2022-03-29,2
3819,2022-03-30,2
3820,2022-03-31,2
3821,2022-04-01,2
3822,2022-04-02,2
3823,2022-04-03,2
3824,2022-04-04,2
3825,2022-04-05,2
3826,2022-04-06,2
3827,2022-04-07,2
3828,2022-04-08,2
3829,2022-04-09,2
3830,2022-04-10,2
3831,2022-04-11,2
3832,2022-04-12,2
3833,2022-04-13,2
3834,2022-04-14,2
3835,2022-04-15,2
3836,2022-04-16,2
3837,2022-04-17,2
3838,2022-04-18,2
3839,2022-04-19,2
3840,2022-04-20,2
3841,2022-04-21,2
3842,2022-04-22,2
3843,2022-04-23,2
3844,2022-04-24,2
3845,2022-04-25,2
3846,2022-04-26,2
3847,2022-04-27,2
3848,2022-04-28,2
3849,2022-04-29,2
3850,2022-04-30,2
3851,2022-05-01,2
3852,2022-05-02,2
3853,2022-05-03,2
3854,2022-05-04,2
3855,2022-05-05,2
3856,2022-05-06,2
3857,2022-05-07,2
3858,2022-05-08,2
3859,2022-05-09,2
3860,2022-05-10,2
3861,2022-05-11,2
3862,2022-05-12,2
3863,2022-05-13,2
3864,2022-05-14,2
3865,2022-05-15,2
3866,2022-05-16,2
3867,2022-05-17,2
3868,2022-05-18,2
3869,2022-05-19,2
3870,2022-05-20,2
3871,2022-05-21,2
3872,2022-05-22,2
3873,2022-05-23,2
3874,2022-05-24,2
3875,2022-05-25,2
3876,2022-05-26,2
3877,2022-05-27,2
3878,2022-05-28,2
3879,2022-05-29,2
3880,2022-05-30,2
3881,2022-05-31,2
3882,2022-06-01,2
3883,2022-06-02,2
3884,2022-06-03,2
3885,2022-06-04,2
3886,2022-06-05,2
3887,2022-06-06,2
3888,2022-06-07,2
3889,2022-06-08,2
3890,2022-06-09,2
3891,2022-06-10,2
3892,2022-06-11,2
3893,2022-06-12,2
3894,2022-06-13,2
3895,2022-06-14,2
3896,2022-06-15,2
3897,2022-06-16,2
3898,2022-06-17,2
3899,2022-06-18,2
3900,2022-06-19,2
3901,2022-06-20,2
3902,2022-06-21,2
3903,2022-06-22,2
3904,2022-06-23,2
3905,2022-06-24,2
3906,2022-06-25,2
3907,2022-06-26,2
3908,2022-06-27,2
3909,2022-06-28,2
3910,2022-06-29,2
3911,2022-06-30,2
3912,2022-07-01,2
3913,2022-07-02,2
3914,2022-07-03,2
3915,2022-07-04,2
3916,2022-07-05,2
3917,2022-07-06,2
3918,2022-07-07,2
3919,2022-07-08,2
3920,2022-07-09,2
3921,2022-07-10,2
3922,2022-07-11,2
3923,2022-07-12,2
3924,2022-07-13,2
3925,2022-07-14,2
3926,2022-07-15,2
3927,2022-07-16,2
3928,2022-07-17,2
3929,2022-07-18,2
3930,2022-07-19,2
3931,2022-07-20,2
3932,2022-07-21,2
3933,2022-07-22,2
3934,2022-07-23,2
3935,2022-07-24,2
3936,2022-07-25,2
3937,2022-07-26,2
3938,2022-07-27,2
3939,2022-07-28,2
3940,2022-07-29,2
3941,2022-07-30,2
3942,2022-07-31,2
3943,2022-08-01,2
3944,2022-08-02,2
3945,2022-08-03,2
3946,2022-08-04,2
3947,2022-08-05,2
3948,2022-08-06,2
3949,2022-08-07,2
3950,2022-08-08,2
3951,2022-08-09,2
3952,2022-08-10,2
3953,2022-08-11,2
3954,2022-08-12,2
3955,2022-08-13,2
3956,2022-08-14,2
3957,2022-08-15,2
3958,2022-08-16,2
3959,2022-08-17,2
3960,2022-08-18,2
3961,2022-08-19,2
3962,2022-08-20,2
3963,2022-08-21,2
3964,2022-08-22,2
3965,2022-08-23,2
3966,2022-08-24,2
3967,2022-08-25,2
3968,2022-08-26,2
3969,2022-08-27,2
3970,2022-08-28,2
3971,2022-08-29,2
3972,2022-08-30,2
3973,2022-08-31,2
3974,2022-09-01,2
3975,2022-09-02,2
3976,2022-09-03,2
3977,2022-09-04,2
3978,2022-09-05,2
3979,2022-09-06,2
3980,2022-09-07,2
3981,2022-09-08,2
3982,2022-09-09,2
3983,2022-09-10,2
3984,2022-09-11,2
3985,2022-09-12,2
3986,2022-09-13,2
3987,2022-09-14,2
3988,2022-09-15,2
3989,2022-09-16,2
3990,2022-09-17,2
3991,2022-09-18,2
3992,2022-09-19,2
3993,2022-09-20,2
3994,2022-09-21,2
3995,2022-09-22,2
3996,2022-09-23,2
3997,2022-09-24,2
3998,2022-09-25,2
3999,2022-09-26,2
4000,2020-01-01,3
4001,2020-01-02,3
4002,2020-01-03,3
4003,2020-01-04,3
4004,2020-01-05,3
4005,2020-01-06,3
4006,2020-01-07,3
4007,2020-01-08,3
4008,2020-01-09,3
4009,2020-01-10,3
4010,2020-01-11,3
4011,2020-01-12,3
4012,2020-01-13,3
4013,2020-01-14,3
4014,2020-01-15,3
4015,2020-01-16,3
4016,2020-01-17,3
4017,2020-01-18,3
4018,2020-01-19,3
4019,2020-01-20,3
4020,2020-01-21,3
4021,2020-01-22,3
4022,2020-01-23,3
4023,2020-01-24,3
4024,2020-01-25,3
4025,2020-01-26,3
4026,2020-01-27,3
4027,2020-01-28,3
4028,2020-01-29,3
4029,2020-01-30,3
4030,2020-01-31,3
4031,2020-02-01,3
4032,2020-02-02,3
4033,2020-02-03,3
4034,2020-02-04,3
4035,2020-02-05,3
4036,2020-02-06,3
4037,2020-02-07,3
4038,2020-02-08,3
4039,2020-02-09,3
4040,2020-02-10,3
4041,2020-02-11,3
4042,2020-02-12,3
4043,2020-02-13,3
4044,2020-02-14,3
4045,2020-02-15,3
4046,2020-02-16,3
4047,2020-02-17,3
4048,2020-02-18,3
4049,2020-02-19,3
4050,2020-02-20,3
4051,2020-02-21,3
4052,2020-02-22,3
4053,2020-02-23,3
4054,2020-02-24,3
4055,2020-02-25,3
4056,2020-02-26,3
4057,2020-02-27,3
4058,2020-02-28,3
4059,2020-02-29,3
4060,2020-03-01,3
4061,2020-03-02,3
4062,2020-03-03,3
4063,2020-03-04,3
4064,2020-03-05,3
4065,2020-03-06,3
4066,2020-03-07,3
4067,2020-03-08,3
4068,2020-03-09,3
4069,2020-03-10,3
4070,2020-03-11,3
4071,2020-03-12,3
4072,2020-03-13,3
4073,2020-03-14,3
4074,2020-03-15,3
4075,2020-03-16,3
4076,2020-03-17,3
4077,2020-03-18,3
4078,2020-03-19,3
4079,2020-03-20,3
4080,2020-03-21,3
4081,2020-03-22,3
4082,2020-03-23,3
4083,2020-03-24,3
4084,2020-03-25,3
4085,2020-03-26,3
4086,2020-03-27,3
4087,2020-03-28,3
4088,2020-03-29,3
4089,2020-03-30,3
4090,2020-03-31,3
4091,2020-04-01,3
4092,2020-04-02,3
4093,2020-04-03,3
4094,2020-04-04,3
4095,2020-04-05,3
4096,2020-04-06,3
4097,2020-04-07,3
4098,2020-04-08,3
4099,2020-04-09,3
4100,2020-04-10,3
4101,2020-04-11,3
4102,2020-04-12,3
4103,2020-04-13,3
4104,2020-04-14,3
4105,2020-04-15,3
4106,2020-04-16,3
4107,2020-04-17,3
4108,2020-04-18,3
4109,2020-04-19,3
4110,2020-04-20,3
4111,2020-04-21,3
4112,2020-04-22,3
4113,2020-04-23,3
4114,2020-04-24,3
4115,2020-04-25,3
4116,2020-04-26,3
4117,2020-04-27,3
4118,2020-04-28,3
4119,2020-04-29,3
4120,2020-04-30,3
4121,2020-05-01,3
4122,2020-05-02,3
4123,2020-05-03,3
4124,2020-05-04,3
4125,2020-05-05,3
4126,2020-05-06,3
4127,2020-05-07,3
4128,2020-05-08,3
4129,2020-05-09,3
4130,2020-05-10,3
4131,2020-05-11,3
4132,2020-05-12,3
4133,2020-05-13,3
4134,2020-05-14,3
4135,2020-05-15,3
4136,2020-05-16,3
4137,2020-05-17,3
4138,2020-05-18,3
4139,2020-05-19,3
4140,2020-05-20,3
4141,2020-05-21,3
4142,2020-05-22,3
4143,2020-05-23,3
4144,2020-05-24,3
4145,2020-05-25,3
4146,2020-05-26,3
4147,2020-05-27,3
4148,2020-05-28,3
4149,2020-05-29,3
4150,2020-05-30,3
4151,2020-05-31,3
4152,2020-06-01,3
4153,2020-06-02,3
4154,2020-06-03,3
4155,2020-06-04,3
4156,2020-06-05,3
4157,2020-06-06,3
4158,2020-06-07,3
4159,2020-06-08,3
4160,2020-06-09,3
4161,2020-06-10,3
4162,2020-06-11,3
4163,2020-06-12,3
4164,2020-06-13,3
4165,2020-06-14,3
4166,2020-06-15,3
4167,2020-06-16,3
4168,2020-06-17,3
4169,2020-06-18,3
4170,2020-06-19,3
4171,2020-06-20,3
4172,2020-06-21,3
4173,2020-06-22,3
4174,2020-06-23,3
4175,2020-06-24,3
4176,2020-06-25,3
4177,2020-06-26,3
4178,2020-06-27,3
4179,2020-06-28,3
4180,2020-06-29,3
4181,2020-06-30,3
4182,2020-07-01,3
4183,2020-07-02,3
4184,2020-07-03,3
4185,2020-07-04,3
4186,2020-07-05,3
4187,2020-07-06,3
4188,2020-07-07,3
4189,2020-07-08,3
4190,2020-07-09,3
4191,2020-07-10,3
4192,2020-07-11,3
4193,2020-07-12,3
4194,2020-07-13,3
4195,2020-07-14,3
4196,2020-07-15,3
4197,2020-07-16,3
4198,2020-07-17,3
4199,2020-07-18,3
4200,2020-07-19,3
4201,2020-07-20,3
4202,2020-07-21,3
4203,2020-07-22,3
4204,2020-07-23,3
4205,2020-07-24,3
4206,2020-07-25,3
4207,2020-07-26,3
4208,2020-07-27,3
4209,2020-07-28,3
4210,2020-07-29,3
4211,2020-07-30,3
4212,2020-07-31,3
4213,2020-08-01,3
4214,2020-08-02,3
4215,2020-08-03,3
4216,2020-08-04,3
4217,2020-08-05,3
4218,2020-08-06,3
4219,2020-08-07,3
4220,2020-08-08,3
4221,2020-08-09,3
4222,2020-08-10,3
4223,2020-08-11,3
4224,2020-08-12,3
4225,2020-08-13,3
4226,2020-08-14,3
4227,2020-08-15,3
4228,2020-08-16,3
4229,2020-08-17,3
4230,2020-08-18,3
4231,2020-08-19,3
4232,2020-08-20,3
4233,2020-08-21,3
4234,2020-08-22,3
4235,2020-08-23,3
4236,2020-08-24,3
4237,2020-08-25,3
4238,2020-08-26,3
4239,2020-08-27,3
4240,2020-08-28,3
4241,2020-08-29,3
4242,2020-08-30,3
4243,2020-08-31,3
4244,2020-09-01,3
4245,2020-09-02,3
4246,2020-09-03,3
4247,2020-09-04,3
4248,2020-09-05,3
4249,2020-09-06,3
4250,2020-09-07,3
4251,2020-09-08,3
4252,2020-09-09,3
4253,2020-09-10,3
4254,2020-09-11,3
4255,2020-09-12,3
4256,2020-09-13,3
4257,2020-09-14,3
4258,2020-09-15,3
4259,2020-09-16,3
4260,2020-09-17,3
4261,2020-09-18,3
4262,2020-09-19,3
4263,2020-09-20,3
4264,2020-09-21,3
4265,2020-09-22,3
4266,2020-09-23,3
4267,2020-09-24,3
4268,2020-09-25,3
4269,2020-09-26,3
4270,2020-09-27,3
4271,2020-09-28,3
4272,2020-09-29,3
4273,2020-09-30,3
4274,2020-10-01,3
4275,2020-10-02,3
4276,2020-10-03,3
4277,2020-10-04,3
4278,2020-10-05,3
4279,2020-10-06,3
4280,2020-10-07,3
4281,2020-10-08,3
4282,2020-10-09,3
4283,2020-10-10,3
4284,2020-10-11,3
4285,2020-10-12,3
4286,2020-10-13,3
4287,2020-10-14,3
4288,2020-10-15,3
4289,2020-10-16,3
4290,2020-10-17,3
4291,2020-10-18,3
4292,2020-10-19,3
4293,2020-10-20,3
4294,2020-10-21,3
4295,2020-10-22,3
4296,2020-10-23,3
4297,2020-10-24,3
4298,2020-10-25,3
4299,2020-10-26,3
4300,2020-10-27,3
4301,2020-10-28,3
4302,2020-10-29,3
4303,2020-10-30,3
4304,2020-10-31,3
4305,2020-11-01,3
4306,2020-11-02,3
4307,2020-11-03,3
4308,2020-11-04,3
4309,2020-11-05,3
4310,2020-11-06,3
4311,2020-11-07,3
4312,2020-11-08,3
4313,2020-11-09,3
4314,2020-11-10,3
4315,2020-11-11,3
4316,2020-11-12,3
4317,2020-11-13,3
4318,2020-11-14,3
4319,2020-11-15,3
4320,2020-11-16,3
4321,2020-11-17,3
4322,2020-11-18,3
4323,2020-11-19,3
4324,2020-11-20,3
4325,2020-11-21,3
4326,2020-11-22,3
4327,2020-11-23,3
4328,2020-11-24,3
4329,2020-11-25,3
4330,2020-11-26,3
4331,2020-11-27,3
4332,2020-11-28,3
4333,2020-11-29,3
4334,2020-11-30,3
4335,2020-12-01,3
4336,2020-12-02,3
4337,2020-12-03,3
4338,2020-12-04,3
4339,2020-12-05,3
4340,2020-12-06,3
4341,2020-12-07,3
4342,2020-12-08,3
4343,2020-12-09,3
4344,2020-12-10,3
4345,2020-12-11,3
4346,2020-12-12,3
4347,2020-12-13,3
4348,2020-12-14,3
4349,2020-12-15,3
4350,2020-12-16,3
4351,2020-12-17,3
4352,2020-12-18,3
4353,2020-12-19,3
4354,2020-12-20,3
4355,2020-12-21,3
4356,2020-12-22,3
4357,2020-12-23,3
4358,2020-12-24,3
4359,2020-12-25,3
4360,2020-12-26,3
4361,2020-12-27,3
4362,2020-12-28,3
4363,2020-12-29,3
4364,2020-12-30,3
4365,2020-12-31,3
4366,2021-01-01,3
4367,2021-01-02,3
4368,2021-01-03,3
4369,2021-01-04,3
4370,2021-01-05,3
4371,2021-01-06,3
4372,2021-01-07,3
4373,2021-01-08,3
4374,2021-01-09,3
4375,2021-01-10,3
4376,2021-01-11,3
4377,2021-01-12,3
4378,2021-01-13,3
4379,2021-01-14,3
4380,2021-01-15,3
4381,2021-01-16,3
4382,2021-01-17,3
4383,2021-01-18,3
4384,2021-01-19,3
4385,2021-01-20,3
4386,2021-01-21,3
4387,2021-01-22,3
4388,2021-01-23,3
4389,2021-01-24,3
4390,2021-01-25,3
4391,2021-01-26,3
4392,2021-01-27,3
4393,2021-01-28,3
4394,2021-01-29,3
4395,2021-01-30,3
4396,2021-01-31,3
4397,2021-02-01,3
4398,2021-02-02,3
4399,2021-02-03,3
4400,2021-02-04,3
4401,2021-02-05,3
4402,2021-02-06,3
4403,2021-02-07,3
4404,2021-02-08,3
4405,2021-02-09,3
4406,2021-02-10,3
4407,2021-02-11,3
4408,2021-02-12,3
4409,2021-02-13,3
4410,2021-02-14,3
4411,2021-02-15,3
4412,2021-02-16,3
4413,2021-02-17,3
4414,2021-02-18,3
4415,2021-02-19,3
4416,2021-02-20,3
4417,2021-02-21,3
4418,2021-02-22,3
4419,2021-02-23,3
4420,2021-02-24,3
4421,2021-02-25,3
4422,2021-02-26,3
4423,2021-02-27,3
4424,2021-02-28,3
4425,2021-03-01,3
4426,2021-03-02,3
4427,2021-03-03,3
4428,2021-03-04,3
4429,2021-03-05,3
4430,2021-03-06,3
4431,2021-03-07,3
4432,2021-03-08,3
4433,2021-03-09,3
4434,2021-03-10,3
4435,2021-03-11,3
4436,2021-03-12,3
4437,2021-03-13,3
4438,2021-03-14,3
4439,2021-03-15,3
4440,2021-03-16,3
4441,2021-03-17,3
4442,2021-03-18,3
4443,2021-03-19,3
4444,2021-03-20,3
4445,2021-03-21,3
4446,2021-03-22,3
4447,2021-03-23,3
4448,2021-03-24,3
4449,2021-03-25,3
4450,2021-03-26,3
4451,2021-03-27,3
4452,2021-03-28,3
4453,2021-03-29,3
4454,2021-03-30,3
4455,2021-03-31,3
4456,2021-04-01,3
4457,2021-04-02,3
4458,2021-04-03,3
4459,2021-04-04,3
4460,2021-04-05,3
4461,2021-04-06,3
4462,2021-04-07,3
4463,2021-04-08,3
4464,2021-04-09,3
4465,2021-04-10,3
4466,2021-04-11,3
4467,2021-04-12,3
4468,2021-04-13,3
4469,2021-04-14,3
4470,2021-04-15,3
4471,2021-04-16,3
4472,2021-04-17,3
4473,2021-04-18,3
4474,2021-04-19,3
4475,2021-04-20,3
4476,2021-04-21,3
4477,2021-04-22,3
4478,2021-04-23,3
4479,2021-04-24,3
4480,2021-04-25,3
4481,2021-04-26,3
4482,2021-04-27,3
4483,2021-04-28,3
4484,2021-04-29,3
4485,2021-04-30,3
4486,2021-05-01,3
4487,2021-05-02,3
4488,2021-05-03,3
4489,2021-05-04,3
4490,2021-05-05,3
4491,2021-05-06,3
4492,2021-05-07,3
4493,2021-05-08,3
4494,2021-05-09,3
4495,2021-05-10,3
4496,2021-05-11,3
4497,2021-05-12,3
4498,2021-05-13,3
4499,2021-05-14,3
4500,2021-05-15,3
4501,2021-05-16,3
4502,2021-05-17,3
4503,2021-05-18,3
4504,2021-05-19,3
4505,2021-05-20,3
4506,2021-05-21,3
4507,2021-05-22,3
4508,2021-05-23,3
4509,2021-05-24,3
4510,2021-05-25,3
4511,2021-05-26,3
4512,2021-05-27,3
4513,2021-05-28,3
4514,2021-05-29,3
4515,2021-05-30,3
4516,2021-05-31,3
4517,2021-06-01,3
4518,2021-06-02,3
4519,2021-06-03,3
4520,2021-06-04,3
4521,2021-06-05,3
4522,2021-06-06,3
4523,2021-06-07,3
4524,2021-06-08,3
4525,2021-06-09,3
4526,2021-06-10,3
4527,2021-06-11,3
4528,2021-06-12,3
4529,2021-06-13,3
4530,2021-06-14,3
4531,2021-06-15,3
4532,2021-06-16,3
4533,2021-06-17,3
4534,2021-06-18,3
4535,2021-06-19,3
4536,2021-06-20,3
4537,2021-06-21,3
4538,2021-06-22,3
4539,2021-06-23,3
4540,2021-06-24,3
4541,2021-06-25,3
4542,2021-06-26,3
4543,2021-06-27,3
4544,2021-06-28,3
4545,2021-06-29,3
4546,2021-06-30,3
4547,2021-07-01,3
4548,2021-07-02,3
4549,2021-07-03,3
4550,2021-07-04,3
4551,2021-07-05,3
4552,2021-07-06,3
4553,2021-07-07,3
4554,2021-07-08,3
4555,2021-07-09,3
4556,2021-07-10,3
4557,2021-07-11,3
4558,2021-07-12,3
4559,2021-07-13,3
4560,2021-07-14,3
4561,2021-07-15,3
4562,2021-07-16,3
4563,2021-07-17,3
4564,2021-07-18,3
4565,2021-07-19,3
4566,2021-07-20,3
4567,2021-07-21,3
4568,2021-07-22,3
4569,2021-07-23,3
4570,2021-07-24,3
4571,2021-07-25,3
4572,2021-07-26,3
4573,2021-07-27,3
4574,2021-07-28,3
4575,2021-07-29,3
4576,2021-07-30,3
4577,2021-07-31,3
4578,2021-08-01,3
4579,2021-08-02,3
4580,2021-08-03,3
4581,2021-08-04,3
4582,2021-08-05,3
4583,2021-08-06,3
4584,2021-08-07,3
4585,2021-08-08,3
4586,2021-08-09,3
4587,2021-08-10,3
4588,2021-08-11,3
4589,2021-08-12,3
4590,2021-08-13,3
4591,2021-08-14,3
4592,2021-08-15,3
4593,2021-08-16,3
4594,2021-08-17,3
4595,2021-08-18,3
4596,2021-08-19,3
4597,2021-08-20,3
4598,2021-08-21,3
4599,2021-08-22,3
4600,2021-08-23,3
4601,2021-08-24,3
4602,2021-08-25,3
4603,2021-08-26,3
4604,2021-08-27,3
4605,2021-08-28,3
4606,2021-08-29,3
4607,2021-08-30,3
4608,2021-08-31,3
4609,2021-09-01,3
4610,2021-09-02,3
4611,2021-09-03,3
4612,2021-09-04,3
4613,2021-09-05,3
4614,2021-09-06,3
4615,2021-09-07,3
4616,2021-09-08,3
4617,2021-09-09,3
4618,2021-09-10,3
4619,2021-09-11,3
4620,2021-09-12,3
4621,2021-09-13,3
4622,2021-09-14,3
4623,2021-09-15,3
4624,2021-09-16,3
4625,2021-09-17,3
4626,2021-09-18,3
4627,2021-09-19,3
4628,2021-09-20,3
4629,2021-09-21,3
4630,2021-09-22,3
4631,2021-09-23,3
4632,2021-09-24,3
4633,2021-09-25,3
4634,2021-09-26,3
4635,2021-09-27,3
4636,2021-09-28,3
4637,2021-09-29,3
4638,2021-09-30,3
4639,2021-10-01,3
4640,2021-10-02,3
4641,2021-10-03,3
4642,2021-10-04,3
4643,2021-10-05,3
4644,2021-10-06,3
4645,2021-10-07,3
4646,2021-10-08,3
4647,2021-10-09,3
4648,2021-10-10,3
4649,2021-10-11,3
4650,2021-10-12,3
4651,2021-10-13,3
4652,2021-10-14,3
4653,2021-10-15,3
4654,2021-10-16,3
4655,2021-10-17,3
4656,2021-10-18,3
4657,2021-10-19,3
4658,2021-10-20,3
4659,2021-10-21,3
4660,2021-10-22,3
4661,2021-10-23,3
4662,2021-10-24,3
4663,2021-10-25,3
4664,2021-10-26,3
4665,2021-10-27,3
4666,2021-10-28,3
4667,2021-10-29,3
